日期,类型,价格,数量,金额,累计持仓,累计成本,股票代码,股票名称,阶段,利润,利润率,持仓天数
2025-08-06,买入,25.89,3500,90615.0,3500.0,90615.0,603816,中国人保,牛市,,,
2025-08-28,卖出,28.98,3500,101430.0,,,603816,中国人保,牛市,10815.0,11.935110081112398,56.0
2025-09-09,买入,30.15,3400,102510.0,3400.0,102510.0,603816,中国人保,牛市,,,
2025-09-15,卖出,30.0,3400,102000.0,,,603816,中国人保,牛市,-510.0,-0.4975124378109453,74.0
2025-09-18,买入,31.13,3200,99616.0,3200.0,99616.0,603816,中国人保,牛市,,,
2025-09-19,卖出,30.3,3200,96960.0,,,603816,中国人保,牛市,-2656.0,-2.6662383552842917,78.0
2024-11-06,买入,32.96,3000,98880.0,3000.0,98880.0,603816,中国人保,震荡,,,
2024-11-12,卖出,32.38,3000,97140.00000000001,,,603816,中国人保,震荡,-1739.9999999999854,-1.759708737864063,6.0
2024-11-28,买入,28.03,3500,98105.0,3500.0,98105.0,603816,中国人保,震荡,,,
2024-12-19,卖出,28.7,3500,100450.0,,,603816,中国人保,震荡,2345.0,2.3902961113093113,43.0
2025-01-06,买入,28.54,3500,99890.0,3500.0,99890.0,603816,中国人保,震荡,,,
2025-01-10,卖出,28.1,3500,98350.0,,,603816,中国人保,震荡,-1540.0,-1.5416958654519972,65.0
2025-02-14,买入,29.11,3400,98974.0,3400.0,98974.0,603816,中国人保,震荡,,,
2025-02-21,卖出,27.85,3400,94690.0,,,603816,中国人保,震荡,-4284.0,-4.3284094812779115,107.0
2024-06-24,买入,32.85,3000,98550.0,3000.0,98550.0,603816,中国人保,熊市,,,
2024-06-25,卖出,33.21,3000,99630.0,,,603816,中国人保,熊市,1080.0,1.095890410958904,1.0
2024-07-02,买入,33.1,3000,99300.0,3000.0,99300.0,603816,中国人保,熊市,,,
2024-07-03,卖出,31.74,3000,95220.0,,,603816,中国人保,熊市,-4080.0,-4.108761329305136,9.0
2024-07-18,买入,25.58,3700,94646.0,3700.0,94646.0,603816,中国人保,熊市,,,
2024-07-24,卖出,23.55,3700,87135.0,,,603816,中国人保,熊市,-7511.0,-7.935887412040657,30.0
2024-07-29,买入,23.7,3700,87690.0,3700.0,87690.0,603816,中国人保,熊市,,,
2024-08-06,卖出,25.23,3700,93351.0,,,603816,中国人保,熊市,5661.0,6.455696202531645,43.0
2024-08-15,买入,26.32,3600,94752.0,3600.0,94752.0,603816,中国人保,熊市,,,
2024-08-30,卖出,23.56,3600,84816.0,,,603816,中国人保,熊市,-9936.0,-10.486322188449847,67.0
2024-09-03,买入,23.97,3500,83895.0,3500.0,83895.0,603816,中国人保,熊市,,,
2024-09-12,结算,22.57,3500,78995.0,,,603816,中国人保,熊市,-4900.0,-5.840634125990822,80.0
